latitude,longitude,land_use_label,distance_to_waterbody,distance_to_open_space,subzone,planning_area,region,elevation,temp_2024_04_07_min,temp_2024_04_07_max,temp_2024_04_07_median,temp_2024_04_08_min,temp_2024_04_08_max,temp_2024_04_08_median,temp_2024_04_09_min,temp_2024_04_09_max,temp_2024_04_09_median,temp_2024_04_10_min,temp_2024_04_10_max,temp_2024_04_10_median,Total_x,HDB Total,Condominiums & Other Apartments,Landed Properties_x,Other Dwellings_x,Floor_below_60,Floor_60-80,Floor_80-100,Floor_100-120,Floor_above_120,"Below $1,000","$1,000 - $1,999","$2,000 - $2,999","$3,000 - $3,999","$4,000 - $4,999","$5,000 - $5,999","$6,000 - $6,999","$7,000 - $7,999","$8,000 - $8,999","$9,000 - $9,999","$10,000 - 10,999","$11,000 - 11,999","$12,000 - $14,999","$15,000 & Over",tree cover,shrubland,grassland,cropland,built-up,bare / sparse vegetation,snow and ice,permanent water bodies,herbaceous wetland,mangroves,moss and lichen,min_ndvi,mean_ndvi,max_ndvi
1.310152563,103.631691,BUSINESS 2,0.005110137199,0.03458094439,TUAS VIEW,TUAS,WEST REGION,11,28.88073591,29.31008452,29.31008452,27.59269006,30.16878175,29.31008452,28.62330269,30.65398287,30.26633113,27.33170599,30.88359692,27.97750434,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1.313450515,103.6424742,BUSINESS 2,0.003940476138,0.02489485952,TUAS BAY,TUAS,WEST REGION,9,28.45138729,30.16878175,28.45138729,28.02203868,33.17422206,30.16878175,29.87867939,31.52939527,30.7687899,27.33170599,31.52939527,28.62330269,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1.351092021,103.9356382,RESIDENTIAL WITH COMMERCIAL AT 1ST STOREY,0.005096985657,0.00169267695,TAMPINES WEST,TAMPINES,EAST REGION,21,28.88073591,33.60357067,31.67150191,28.45138729,34.03291929,30.26633113,30.26633113,34.918152,31.6407904,27.65460516,32.82099198,31.52939527,79670,70330,9130,0,210,2550,10140,13350,31830,21590,10239,19330,17248,19714,16078,12917,8953,7887,6103,4864,4045,3474,5856,7842,40,0,19,3,268,20,0,1,0,0,0,0.08510808138,0.1464489086,0.2171969832
1.284206407,103.8108538,BUSINESS 1,0.004706858165,0.0002507145189,ALEXANDRA HILL,BUKIT MERAH,CENTRAL REGION,32,30.16878175,30.16878175,30.16878175,28.02203868,33.60357067,30.16878175,29.87867939,31.52939527,31.2064961,27.65460516,31.52939527,28.62330269,13490,13050,0,0,450,4730,1450,2510,1990,2360,5897,11943,8123,7825,6249,6411,4718,4132,3552,2802,2806,2318,4404,7522,22,0,1,0,82,1,0,0,0,0,0,0.07588890498,0.1523586677,0.2227781887
1.406546865,103.7617181,ROAD,0.0004226270012,0.001034096105,GALI BATU,SUNGEI KADUT,NORTH REGION,29,28.88073591,29.31008452,28.88073591,27.59269006,29.49102765,28.88073591,27.33170599,30.65398287,30.26633113,27.65460516,28.62330269,27.65460516,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1.295955517,103.8567974,ROAD,0.007137498686,0.0009524030432,CITY HALL,DOWNTOWN CORE,CENTRAL REGION,32,28.45138729,33.60357067,28.45138729,28.45138729,34.03291929,30.26633113,29.87867939,34.918152,31.42928635,27.33170599,32.82099198,31.2064961,80,0,0,0,0,0,0,0,0,0,86,61,133,73,129,124,75,75,96,88,77,62,174,707,14,0,6,0,48,2,0,4,0,0,0,0.05314437469,0.1126595536,0.1701906938
1.327077753,103.7330991,UTILITY,0.0006577458163,0.0007690721097,LAKESIDE (LEISURE),JURONG EAST,WEST REGION,13,29.31008452,30.16878175,29.31008452,28.45138729,30.26633113,29.87867939,27.33170599,31.42928635,30.26633113,27.33170599,31.2064961,28.62330269,1070,0,790,0,280,0,0,0,50,740,2817,6424,5593,5364,4532,3688,2577,2393,1711,1374,1125,843,1465,2018,76,0,36,1,21,7,0,59,1,0,0,0.0685354656,0.148137149,0.2281231499
1.404279574,103.8669612,ROAD,0.009187718253,0.001341222238,SELETAR AEROSPACE PARK,SELETAR,NORTH-EAST REGION,15,29.31008452,29.31008452,29.31008452,26.73399283,30.16878175,29.31008452,28.30040351,30.65398287,30.26633113,27.65460516,30.88359692,27.97750434,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1.321145847,103.821655,RESIDENTIAL,0.0006206196801,0.002178471686,NASSIM,TANGLIN,CENTRAL REGION,9,30.16878175,30.16878175,30.16878175,28.02203868,33.60357067,30.16878175,29.87867939,34.14284852,31.31789122,27.65460516,31.85229445,29.26910104,9520,0,7840,1610,70,190,170,540,980,7520,344,335,383,487,383,612,387,427,487,325,501,326,809,4399,87,0,1,0,122,1,0,1,0,0,0,0.09534058993,0.1772083109,0.2746321871
1.326305223,103.738349,BUSINESS 1,0.00404245003,0.0006986081801,TEBAN GARDENS,JURONG EAST,WEST REGION,12,28.45138729,33.60357067,32.53019914,28.45138729,34.03291929,30.26633113,26.36300846,34.918152,31.42928635,26.68590763,31.85229445,31.2064961,18530,18510,0,0,30,190,4630,8300,3940,1450,2817,6424,5593,5364,4532,3688,2577,2393,1711,1374,1125,843,1465,2018,41,0,16,0,69,1,0,194,0,0,0,0.04386996422,0.1034534238,0.1683671562
1.346542273,103.894494,ROAD,0.002925228527,0.003972945841,DEFU INDUSTRIAL PARK,HOUGANG,NORTH-EAST REGION,24,34.03291929,34.03291929,34.03291929,28.02203868,34.89161652,31.42928635,26.04010928,35.69345547,31.42928635,26.04010928,32.17519363,31.52939527,20,0,0,0,0,0,0,0,0,0,9273,18531,15877,16688,12827,10695,7873,5989,5649,4091,3577,2873,5396,7902,27,0,7,1,161,4,0,0,0,0,0,0.07111814619,0.1425063372,0.2045101512
1.360942372,104.0294592,RESERVE SITE,0.008675009375,0.001215607962,CHANGI AIRPORT,CHANGI,EAST REGION,7,28.88073591,28.88073591,28.88073591,26.73399283,29.31008452,28.88073591,27.65460516,30.26633113,29.49102765,27.00880681,27.97750434,27.65460516,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1.349876881,103.8441668,RESIDENTIAL,0.001011386361,0.0005633694188,MARYMOUNT,BISHAN,CENTRAL REGION,19,33.60357067,34.03291929,33.60357067,28.02203868,34.89161652,31.65773128,26.04010928,35.69345547,32.90044264,26.04010928,32.17519363,31.52939527,29620,22460,4270,2790,100,20,0,1150,16100,12250,2910,4713,3635,4386,4276,3930,3308,2651,2692,1890,1835,1525,3253,6458,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1.382494606,103.8848593,HEALTH & MEDICAL CARE,0.003929768384,0.002892626383,TRAFALGAR,HOUGANG,NORTH-EAST REGION,30,33.60357067,34.03291929,33.60357067,28.02203868,34.89161652,30.65398287,26.04010928,36.46875895,32.12513916,26.04010928,32.82099198,31.52939527,49200,42320,2780,1370,2730,3430,2140,16270,15990,8640,9273,18531,15877,16688,12827,10695,7873,5989,5649,4091,3577,2873,5396,7902,36,0,8,1,132,1,0,1,0,0,0,0.0806915723,0.1492510904,0.2124821024
1.421427274,103.7206402,AGRICULTURE,0.001067841457,0.001239442771,LIM CHU KANG,LIM CHU KANG,NORTH REGION,7,28.02203868,28.45138729,28.02203868,26.73399283,28.88073591,27.98122969,27.33170599,29.87867939,28.32807244,26.36300846,27.65460516,27.33170599,110,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1.367179189,103.8255503,WATERBODY,6.65e-05,0.0,CENTRAL WATER CATCHMENT,CENTRAL WATER CATCHMENT,NORTH REGION,17,28.02203868,28.88073591,28.45138729,27.59269006,29.31008452,28.32807244,27.65460516,30.26633113,29.10337592,26.36300846,27.97750434,27.65460516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1.375572212,103.7622153,RESERVE SITE,0.0005127152634,0.0001190766027,GOMBAK,BUKIT BATOK,WEST REGION,26,28.88073591,28.88073591,28.88073591,28.02203868,31.4568276,29.09541021,27.33170599,31.04163461,30.26633113,27.33170599,31.2064961,27.65460516,9930,6180,690,2970,80,170,120,3700,2730,3120,5589,12060,11316,11626,9087,7371,5860,5152,4041,3221,2636,2145,4288,6088,162,0,13,1,68,3,0,2,0,0,0,0.08557816207,0.210216316,0.3509772118
1.353188232,103.9732213,BUSINESS 2,0.006153004415,0.007626101547,CHANGI WEST,CHANGI,EAST REGION,14,33.17422206,34.03291929,33.38889637,27.59269006,34.46226791,30.26633113,26.04010928,35.30580373,31.85229445,26.68590763,31.85229445,30.88359692,1300,0,10,240,1050,10,0,0,0,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189,0,51,1,236,1,0,5,0,0,0,0.08992032822,0.1933091206,0.2977873891
1.309270582,103.7614694,RESIDENTIAL,0.002143847783,0.0004684062725,CLEMENTI CENTRAL,CLEMENTI,WEST REGION,14,28.45138729,30.16878175,30.16878175,28.45138729,34.03291929,30.21755644,29.87867939,34.918152,31.42928635,27.65460516,32.82099198,31.2064961,14000,11360,1390,950,290,80,3520,6410,1650,2050,2962,5558,4702,4203,3911,3848,3182,2648,2293,2038,1925,1422,3153,5764,14,0,4,0,58,1,0,1,0,0,0,0.06515031436,0.1310407444,0.2040540072
1.400298575,103.870108,RESIDENTIAL,0.00532254575,0.001160102638,FERNVALE,SENGKANG,NORTH-EAST REGION,19,28.88073591,29.31008452,28.88073591,27.59269006,31.88617621,28.88073591,27.33170599,31.42928635,30.26633113,27.33170599,31.2064961,27.81605475,58800,47650,9600,1070,490,4000,7790,30100,13450,2920,8651,17230,15393,16130,15469,12751,11198,8471,7626,5497,5482,3875,6995,6648,62,0,29,1,135,9,0,7,0,0,0,0.07566475324,0.1636152703,0.2463903385
1.359782409,104.0069969,TRANSPORT FACILITIES,0.008462351976,0.009069541994,CHANGI AIRPORT,CHANGI,EAST REGION,0,28.88073591,29.31008452,28.88073591,27.16334145,29.49102765,28.88073591,27.33170599,30.65398287,29.87867939,27.33170599,28.62330269,27.65460516,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1.288212346,103.8393948,RESIDENTIAL WITH COMMERCIAL AT 1ST STOREY,0.001012235586,0.0009958933558,PEARL'S HILL,OUTRAM,CENTRAL REGION,18,30.16878175,30.16878175,30.16878175,28.02203868,33.60357067,30.16878175,29.87867939,31.52939527,31.2064961,27.33170599,31.85229445,28.62330269,6120,5660,200,0,260,4350,1250,10,20,220,833,1656,1111,769,711,643,378,429,374,306,401,245,566,847,26,0,2,0,29,1,0,1,0,0,0,0.05783601534,0.1206961051,0.1789881961
1.45511748,103.8117565,ROAD,0.000907284023,0.001355981277,SENOKO SOUTH,SEMBAWANG,NORTH REGION,11,29.31008452,30.16878175,29.95410744,28.02203868,33.17422206,29.59438196,29.87867939,32.9798933,30.88359692,27.33170599,31.52939527,27.97750434,30,0,0,0,0,0,0,0,0,0,3791,6653,7743,8024,6915,5857,4614,3438,2850,2037,1754,1435,2237,2161,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1.320527815,103.8415834,RESIDENTIAL,0.006758596629,0.0006926407912,MOULMEIN,NOVENA,CENTRAL REGION,12,33.60357067,34.03291929,33.60357067,28.45138729,34.46226791,30.26633113,26.04010928,34.918152,31.42928635,26.04010928,32.17519363,31.36794569,9300,170,7720,1310,110,370,450,1430,1570,4960,1468,2621,2165,2100,1852,1799,1239,1138,1250,867,1032,594,1529,5514,30,0,1,0,102,3,0,1,0,0,0,0.07285528894,0.1349603486,0.2079577648
1.296690394,103.8065893,RESIDENTIAL,0.003330106819,0.0006234656016,MARGARET DRIVE,QUEENSTOWN,CENTRAL REGION,12,30.16878175,30.59813037,30.16878175,28.45138729,33.60357067,30.26633113,29.87867939,31.81693809,31.42928635,27.65460516,31.85229445,30.88359692,16090,14910,880,20,270,550,1530,9140,3230,1360,3010,6385,5076,4551,4081,3796,2883,2388,2367,1896,1731,1403,3292,5440,46,0,7,1,51,1,0,1,0,0,0,0.07896519292,0.1735702684,0.2564315137
1.366384395,103.7300835,MASS RAPID TRANSIT,0.006034046558,0.0009713408109,PARK,TENGAH,WEST REGION,30,28.02203868,28.88073591,28.02203868,27.59269006,29.31008452,28.32807244,27.65460516,30.26633113,28.52189831,27.00880681,27.65460516,27.65460516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1.35363718,103.8363403,RESIDENTIAL,0.0009136434895,0.0002397243924,UPPER THOMSON,BISHAN,CENTRAL REGION,21,33.17422206,33.60357067,33.17422206,28.02203868,34.46226791,30.26633113,26.36300846,34.918152,32.4980928,26.68590763,32.17519363,31.2064961,29390,12060,9470,7600,270,1060,3420,3720,5570,15340,2910,4713,3635,4386,4276,3930,3308,2651,2692,1890,1835,1525,3253,6458,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1.281400063,103.8145755,PLACE OF WORSHIP,0.003604676224,0.000399114905,DEPOT ROAD,BUKIT MERAH,CENTRAL REGION,23,28.88073591,28.88073591,28.88073591,27.59269006,30.16878175,28.88073591,27.33170599,31.2064961,30.26633113,27.33170599,31.2064961,27.65460516,6540,4570,1970,0,0,150,370,2240,2160,1630,5897,11943,8123,7825,6249,6411,4718,4132,3552,2802,2806,2318,4404,7522,18,0,0,0,27,1,0,0,0,0,0,0.09212378474,0.1978766804,0.3004344146
1.41601329,103.8598638,UTILITY,0.008684773827,0.0003913021969,LOWER SELETAR,YISHUN,NORTH REGION,9,28.88073591,30.59813037,29.73943314,28.02203868,30.26633113,29.09541021,27.65460516,31.52939527,30.26633113,27.33170599,31.52939527,28.30040351,18660,12910,4690,1060,0,1430,2540,7140,6000,1560,7834,17867,18736,16675,13441,11615,8184,6424,5009,3872,2973,2222,3320,4025,244,0,177,6,78,17,0,331,1,0,0,0.07856358087,0.1820197595,0.278108721
1.33000359,103.7119865,BUSINESS 2,0.002149618188,0.002935970188,CHIN BEE,JURONG WEST,WEST REGION,12,34.03291929,34.03291929,34.03291929,28.45138729,34.89161652,32.49558007,26.04010928,35.69345547,32.78606743,26.04010928,32.17519363,31.52939527,0,0,0,0,0,0,0,0,0,0,10288,20539,20398,21789,17754,14433,10063,7255,6010,4563,3428,2323,4617,5326,6,0,1,0,122,1,0,2,0,0,0,0.0579445658,0.1128608047,0.1815448726
1.342030584,103.7064792,RESIDENTIAL,0.003113939418,0.001686449922,JURONG WEST CENTRAL,JURONG WEST,WEST REGION,23,30.16878175,33.17422206,30.16878175,28.45138729,34.03291929,30.26633113,29.87867939,34.53050026,31.47934081,28.62330269,32.17519363,31.2064961,63760,62570,1190,0,0,50,630,22560,29750,10770,10288,20539,20398,21789,17754,14433,10063,7255,6010,4563,3428,2323,4617,5326,17,0,1,0,123,1,0,1,0,0,0,0.08084101032,0.127902846,0.2339526326
1.413872325,103.8098426,CEMETERY,0.005319401053,0.002205604259,NEE SOON,YISHUN,NORTH REGION,50,30.16878175,30.16878175,30.16878175,28.02203868,33.60357067,30.16878175,29.87867939,31.52939527,31.2064961,27.33170599,31.52939527,28.62330269,890,0,430,440,20,0,0,40,230,610,7834,17867,18736,16675,13441,11615,8184,6424,5009,3872,2973,2222,3320,4025,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1.28331948,103.7938315,WATERBODY,0.0,1.96e-05,KENT RIDGE,QUEENSTOWN,CENTRAL REGION,13,28.88073591,29.31008452,29.31008452,28.02203868,30.16878175,29.40055609,27.33170599,30.65398287,30.26633113,27.33170599,31.2064961,28.62330269,80,0,0,0,0,0,0,0,0,0,3010,6385,5076,4551,4081,3796,2883,2388,2367,1896,1731,1403,3292,5440,135,0,2,0,46,2,0,1,0,0,0,0.08504611239,0.1932388329,0.2903201095
1.401374614,103.7795674,SPECIAL USE,0.002422673644,0.0005655334753,CENTRAL WATER CATCHMENT,CENTRAL WATER CATCHMENT,NORTH REGION,40,27.16334145,28.02203868,27.59269006,27.59269006,28.88073591,27.9404207,27.00880681,29.49102765,27.9404207,26.36300846,27.33170599,27.00880681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-
